order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
820,179845,prior,49,2,12,13.0
821,165347,prior,5,6,9,30.0
822,37613,prior,65,2,16,4.0
823,147520,prior,5,3,10,8.0
824,108666,prior,29,0,11,5.0
825,74842,prior,2,2,11,6.0
826,87810,prior,2,3,9,23.0
827,71113,prior,1,3,8,
828,197029,prior,18,1,16,6.0
829,141625,prior,7,1,10,7.0
830,119835,prior,89,0,15,2.0
831,155741,prior,6,6,14,20.0
832,3683,prior,20,0,10,7.0
833,183333,prior,3,6,15,4.0
834,112278,prior,7,5,18,14.0
835,1440,prior,3,2,14,6.0
836,131119,prior,2,5,18,3.0
837,89900,prior,8,6,13,7.0
838,162374,prior,3,6,14,26.0
839,176212,prior,6,0,15,7.0
840,191973,prior,10,5,9,1.0
841,56904,prior,4,4,13,30.0
842,44062,prior,10,6,11,7.0
843,166894,prior,9,5,15,6.0
845,152992,prior,3,5,8,30.0
846,7864,prior,5,4,16,30.0
847,121984,prior,18,4,6,2.0
848,73835,prior,28,0,14,3.0
849,30009,prior,4,2,13,3.0
850,109048,prior,5,6,13,18.0
851,37473,prior,47,2,11,4.0
852,119249,prior,2,5,20,19.0
853,15634,prior,14,5,19,3.0
854,99802,prior,22,5,13,5.0
855,187038,prior,5,2,14,3.0
856,146969,prior,3,1,16,24.0
857,184695,prior,9,1,13,14.0
858,117961,prior,1,6,11,
859,103018,prior,7,6,15,6.0
860,114223,prior,5,1,18,30.0
861,35487,prior,23,3,12,7.0
862,192657,prior,2,6,17,16.0
863,146499,prior,2,5,15,30.0
864,22835,prior,52,4,15,8.0
865,34108,prior,8,6,13,7.0
866,188071,prior,11,3,11,10.0
867,39021,prior,51,3,13,1.0
868,147578,prior,3,6,23,5.0
869,175108,prior,15,0,11,7.0
870,97917,prior,7,0,12,14.0
871,198454,prior,2,0,13,27.0
872,113526,prior,5,6,6,6.0
873,189247,prior,7,0,10,6.0
874,158524,prior,3,0,23,6.0
875,94977,prior,31,1,9,8.0
876,111344,prior,1,3,15,
877,2609,prior,22,5,15,3.0
879,81339,prior,8,2,11,5.0
880,95838,prior,29,4,10,5.0
881,179601,prior,17,4,16,5.0
882,160538,prior,13,5,20,8.0
883,123765,prior,30,3,8,7.0
884,5910,prior,16,3,10,9.0
885,159872,prior,11,0,13,7.0
886,123819,prior,15,0,7,9.0
888,161885,prior,22,3,9,12.0
889,1264,prior,25,1,7,4.0
890,28394,prior,6,4,17,30.0
891,178864,prior,8,2,15,10.0
892,44995,prior,5,5,6,30.0
893,185084,prior,20,2,17,16.0
894,120895,prior,17,2,9,2.0
895,191894,prior,1,6,9,
896,173624,prior,36,1,16,3.0
897,107447,prior,10,2,22,13.0
898,128894,prior,11,6,7,7.0
899,28945,prior,12,3,10,10.0
900,24019,prior,30,1,17,2.0
901,160657,prior,31,1,23,8.0
902,73822,prior,3,4,17,6.0
903,76103,prior,17,3,12,15.0
905,76674,prior,19,5,14,8.0
906,188977,prior,14,6,9,16.0
907,10799,prior,3,4,11,28.0
908,122962,prior,19,0,12,15.0
909,42474,prior,5,4,15,30.0
910,126435,prior,2,0,16,30.0
911,172302,prior,3,2,12,4.0
912,165294,prior,89,4,14,1.0
913,45933,prior,28,2,9,6.0
914,107093,prior,7,1,11,9.0
916,29494,prior,28,0,8,6.0
917,55154,prior,2,1,12,6.0
918,55978,prior,3,3,15,20.0
919,143506,prior,24,4,11,7.0
920,15956,prior,8,1,8,6.0
921,176010,prior,13,1,13,18.0
922,116331,prior,18,2,15,4.0
923,152807,prior,41,2,8,7.0
924,102115,prior,13,2,17,9.0
925,131093,prior,94,1,10,2.0
926,161700,prior,6,2,13,7.0
927,112606,prior,2,1,12,22.0
928,142284,prior,47,3,22,0.0
929,147801,prior,27,3,13,9.0
930,106143,prior,24,6,12,4.0
931,32252,prior,31,1,21,6.0
932,106113,prior,6,1,17,30.0
933,150555,prior,9,2,6,6.0
934,176946,prior,13,0,21,30.0
935,87136,prior,11,4,18,5.0
936,4484,prior,8,1,6,30.0
937,70446,prior,40,4,12,7.0
938,118129,prior,5,0,10,7.0
939,66039,prior,3,1,18,7.0
940,70381,prior,10,5,10,3.0
941,134625,prior,18,0,7,25.0
942,127773,prior,7,5,16,4.0
943,182179,prior,19,5,18,6.0
944,146752,prior,2,0,11,12.0
945,70421,prior,1,4,10,
946,157339,prior,10,2,16,3.0
947,200800,prior,26,2,13,8.0
948,186227,prior,52,1,13,7.0
949,6141,prior,1,3,21,
950,187854,prior,16,1,11,16.0
951,39039,prior,6,0,7,8.0
952,86669,prior,2,4,17,4.0
953,143108,prior,45,6,12,1.0
954,62287,prior,22,6,15,13.0
955,74315,prior,59,0,20,7.0
956,114097,prior,20,6,15,9.0
957,161508,prior,4,1,10,8.0
958,82288,prior,3,1,23,7.0
959,119941,prior,2,6,13,21.0
960,101021,prior,30,5,18,4.0
961,92385,prior,4,2,14,6.0
962,183334,prior,8,1,8,6.0
963,26481,prior,9,0,19,30.0
964,22986,prior,58,0,11,5.0
965,100993,prior,31,0,21,0.0
966,118986,prior,13,5,16,15.0
967,24508,prior,9,0,16,26.0
968,155209,prior,64,5,17,3.0
969,37701,prior,19,0,8,0.0
970,119437,prior,42,0,8,8.0
971,179837,prior,9,4,10,6.0
972,117174,prior,33,5,13,17.0
973,30997,prior,7,1,7,11.0
974,170580,prior,4,1,14,22.0
975,2822,prior,2,1,15,27.0
976,174934,prior,39,0,18,21.0
977,24034,prior,10,6,17,19.0
978,175330,prior,1,5,16,
979,66509,prior,17,6,13,6.0
980,25503,prior,21,1,17,4.0
981,91324,prior,17,5,13,5.0
982,185136,prior,13,1,20,29.0
983,191170,prior,8,6,8,24.0
984,180098,prior,71,4,21,1.0
985,160167,prior,1,6,21,
986,84549,prior,19,2,11,8.0
987,170433,prior,1,4,9,
989,119114,prior,12,0,14,8.0
990,61052,prior,7,4,11,30.0
991,53272,prior,19,5,16,26.0
992,133810,prior,57,0,12,4.0
993,63498,prior,22,0,9,13.0
994,132836,prior,22,5,16,30.0
995,192550,prior,7,1,10,7.0
996,132877,prior,1,1,15,
997,65939,prior,9,1,13,15.0
998,51603,prior,10,0,17,15.0
999,71917,prior,23,6,14,6.0
1000,49841,prior,7,1,17,5.0
1002,95296,prior,62,2,12,4.0
1003,123635,prior,24,2,19,6.0
1004,88278,prior,3,3,13,8.0
1005,108796,prior,11,2,14,6.0
1006,67459,prior,10,3,16,30.0
1007,22926,prior,9,1,16,13.0
1008,22285,prior,7,5,16,11.0
1009,119028,prior,11,3,15,3.0
1010,20038,prior,10,4,14,6.0
1011,187364,prior,6,1,15,21.0
1012,46454,prior,8,0,18,0.0
1013,118749,prior,5,3,15,9.0
1014,29482,prior,23,0,7,12.0
1015,114701,prior,16,0,14,7.0
1016,26337,prior,32,4,13,3.0
1017,64475,prior,4,1,17,7.0
1018,134226,prior,13,2,16,20.0
1019,136972,prior,13,1,9,9.0
1020,92843,prior,12,1,17,4.0
1021,19933,prior,23,3,11,6.0
1022,61516,prior,40,0,12,8.0
1023,80701,prior,6,1,6,2.0
1024,49413,prior,44,5,16,3.0
1025,203202,prior,1,1,16,
1026,176704,prior,36,4,10,6.0
1027,3357,prior,4,6,18,7.0
1028,141075,prior,51,1,8,4.0
1029,171677,prior,2,5,22,7.0
1030,32227,prior,16,6,12,6.0
1031,36181,prior,5,1,19,6.0
1033,192444,prior,54,4,14,4.0
1034,151837,prior,4,6,7,9.0
1035,50620,prior,7,5,10,10.0
1036,8547,prior,3,0,12,30.0
1037,54482,prior,4,4,12,4.0
1038,14857,prior,18,1,13,13.0
1039,60528,prior,8,5,18,2.0
1040,61895,prior,46,1,7,4.0
1041,144897,prior,28,4,11,10.0
1043,204335,prior,5,0,16,30.0
1044,133484,prior,2,3,9,14.0
1045,115788,prior,21,1,19,2.0
1046,199182,prior,2,0,12,30.0
1047,102989,prior,26,4,22,3.0
1048,25873,prior,18,5,0,4.0
1049,141585,prior,9,1,20,10.0
1050,65532,prior,32,3,8,12.0
1051,7743,prior,6,0,15,13.0
1052,2262,prior,15,0,19,3.0
1053,178686,prior,39,2,18,4.0
1054,83602,prior,3,4,13,10.0
1055,13127,prior,22,5,20,6.0
1056,36992,prior,11,5,14,30.0
1057,196331,prior,37,0,16,1.0
1058,197113,prior,4,3,9,29.0
1059,161928,prior,25,4,1,1.0
1060,113344,prior,2,4,10,7.0
1061,14868,prior,81,0,11,1.0
1062,155757,prior,3,4,13,8.0
1063,20216,prior,30,1,14,10.0
1064,140753,prior,73,5,11,1.0
1065,41498,prior,4,1,10,14.0
1066,94859,prior,5,1,9,2.0
1067,24305,prior,4,5,12,5.0
1068,25993,prior,22,1,16,13.0
1069,200013,prior,51,1,15,6.0
1070,82320,prior,17,0,12,1.0
1071,98027,prior,5,0,12,13.0
1072,94499,prior,16,1,20,4.0
1073,42550,prior,10,6,9,11.0
1074,73862,prior,4,6,15,30.0
1075,104725,prior,2,3,0,30.0
1076,202347,prior,44,2,11,4.0
1078,12670,prior,36,5,14,2.0
1079,5692,prior,3,1,19,3.0
1080,165704,prior,15,0,11,4.0
1081,181563,prior,8,0,8,11.0
1082,14777,prior,12,1,17,7.0
1083,107844,prior,5,0,9,6.0
1084,131593,prior,41,0,12,7.0
1085,55911,prior,1,6,16,
1087,174133,prior,9,3,18,27.0
1088,63293,prior,8,0,11,7.0
1089,6467,prior,7,4,9,4.0
1090,37618,prior,13,4,14,4.0
1091,176408,prior,11,0,16,7.0
1092,129247,prior,88,3,11,3.0
1093,13326,prior,10,3,16,3.0
1094,68325,prior,14,6,15,9.0
1095,51753,prior,27,1,13,12.0
1096,13596,prior,4,6,13,7.0
1097,30502,prior,5,4,0,8.0
1098,110045,prior,23,5,15,6.0
1099,199528,prior,10,0,17,4.0
1100,122937,prior,7,6,22,12.0
1101,203271,prior,11,3,7,4.0
1102,108891,prior,16,3,12,2.0
1103,1263,prior,9,1,13,4.0
1104,112717,prior,7,1,11,7.0
1105,76173,prior,3,6,9,6.0
1106,69483,prior,54,6,17,2.0
1107,38259,prior,2,1,11,7.0
1108,14437,prior,23,5,16,2.0
1109,46701,prior,8,4,9,4.0
1110,106082,prior,17,2,14,13.0
1111,125205,prior,12,0,9,6.0
1112,127160,prior,26,1,20,7.0
1113,111083,prior,1,3,20,
1114,52459,prior,20,3,10,8.0
1115,168014,prior,15,6,14,30.0
1116,13337,prior,11,0,17,1.0
1117,150553,prior,4,2,13,20.0
1118,14043,prior,5,2,19,14.0
1121,84047,prior,68,4,22,7.0
1122,80261,prior,5,2,9,9.0
1123,163333,prior,10,2,9,8.0
1124,51359,prior,3,0,12,18.0
1125,138241,prior,2,4,12,3.0
1126,43502,prior,28,3,11,5.0
1127,81669,prior,14,4,14,4.0
1128,106424,prior,5,5,14,30.0
1129,180877,prior,3,1,13,21.0
1130,133088,prior,22,5,13,5.0
1131,69580,prior,21,0,21,30.0
1132,2590,prior,14,3,12,5.0
1133,85829,prior,6,6,2,27.0
1134,47494,prior,13,0,20,1.0
1135,201623,prior,70,2,7,3.0
1136,175771,prior,18,1,16,8.0
1137,77155,prior,4,2,20,9.0
1138,78752,prior,5,3,16,10.0
1140,131110,prior,8,3,18,23.0
1141,53240,prior,1,5,16,
1142,34005,prior,7,4,12,16.0
1144,124092,prior,5,2,7,2.0
1146,79754,prior,11,1,12,5.0
1147,128678,prior,4,0,13,30.0
1148,81628,prior,2,1,10,13.0
1149,60219,prior,25,0,13,5.0
1150,108845,prior,19,0,20,11.0
1151,187873,prior,1,0,1,
1152,186478,prior,5,6,14,30.0
1153,73225,prior,1,6,11,
1154,6418,prior,1,3,14,
1155,103747,prior,22,1,13,12.0
1156,21237,prior,29,3,17,4.0
1157,7404,prior,9,6,12,15.0
1158,27661,prior,16,5,20,7.0
1159,196665,prior,31,0,10,7.0
1160,191063,prior,15,1,16,3.0
1162,38668,prior,1,0,12,
1163,114666,prior,3,1,12,14.0
1164,140309,prior,3,5,19,6.0
1165,111853,prior,34,5,19,0.0
1166,105479,prior,2,4,9,2.0
1167,86465,prior,9,3,8,7.0
1168,155694,prior,4,2,14,30.0
1169,200005,prior,12,4,12,7.0
1170,113888,prior,16,1,23,9.0
1171,100330,prior,20,1,13,11.0
1172,170987,prior,6,4,14,27.0
1173,20829,prior,9,5,9,21.0
1174,80784,prior,12,2,17,4.0
1175,63409,prior,14,2,10,8.0
1176,172748,prior,55,4,20,3.0
1177,196941,prior,69,5,9,2.0
1178,77725,prior,10,4,14,4.0
1179,45417,prior,6,1,10,7.0
1180,56995,prior,1,1,8,
1181,201081,prior,9,4,16,10.0
1182,126186,prior,7,5,11,17.0
1183,110064,prior,8,6,12,0.0
1184,96952,prior,9,3,13,6.0
1185,112181,prior,1,5,18,
1186,95557,prior,23,4,13,3.0
1187,15447,prior,63,5,11,4.0
1188,59458,prior,20,2,13,8.0
1189,164145,prior,12,4,18,8.0
1190,83869,prior,32,1,12,7.0
1191,166469,prior,2,4,15,30.0
1192,194861,prior,31,0,8,7.0
1193,113928,prior,12,4,21,9.0
1194,26422,prior,7,2,13,20.0
1196,89379,prior,40,2,12,13.0
1197,69335,prior,3,3,9,30.0
1198,69160,prior,14,2,22,8.0
1199,204652,prior,3,1,16,8.0
1200,38930,prior,6,2,16,2.0
1201,19259,prior,13,0,16,6.0
1202,111802,prior,40,3,19,9.0
1203,166982,prior,5,1,13,21.0
1204,185641,prior,34,6,13,3.0
1205,132844,prior,21,3,10,15.0
1206,53103,prior,12,4,12,4.0
1207,36502,prior,10,0,9,3.0
1208,194615,prior,51,4,9,12.0
1209,142019,prior,14,5,15,17.0
1210,153514,prior,6,5,10,2.0
1211,152029,prior,7,3,10,10.0
1212,41479,prior,8,0,13,8.0
1213,64231,prior,4,3,8,11.0
1214,70910,prior,7,0,11,7.0
1215,150599,prior,3,3,19,7.0
1216,20038,prior,18,0,11,7.0
1217,117203,prior,10,1,15,7.0
1218,18633,prior,14,6,9,11.0
1219,191465,prior,24,2,9,3.0
1220,23475,prior,3,0,17,26.0
1221,97218,prior,16,4,14,5.0
1222,39727,prior,3,1,15,30.0
1223,114503,prior,4,0,14,7.0
1224,104061,prior,23,2,18,11.0
1225,108832,prior,1,4,16,
1226,111926,prior,42,1,8,9.0
1227,147834,prior,96,2,17,3.0
1228,156064,prior,43,1,13,5.0
1229,69588,prior,7,0,13,26.0
1230,21240,prior,22,2,17,6.0
1231,14895,prior,1,1,15,
1232,138638,prior,9,4,16,28.0
1233,121701,prior,19,5,18,11.0
1234,161232,prior,17,6,8,1.0
1235,6362,prior,8,4,20,28.0
1236,37424,prior,4,2,19,30.0
1237,83923,prior,34,3,11,7.0
1238,77115,prior,4,1,11,8.0
1239,72163,prior,6,6,20,30.0
1240,49898,prior,1,2,15,
1241,125220,prior,1,0,12,
1242,78359,prior,17,3,6,5.0
1243,158320,prior,16,2,12,7.0
1244,205990,prior,6,0,17,9.0
1245,101396,prior,4,2,16,30.0
1246,92814,prior,8,3,15,4.0
1247,148375,prior,97,3,7,3.0
1248,15959,prior,9,4,22,30.0
1249,92967,prior,40,0,20,6.0
1250,34535,prior,44,4,14,6.0
1251,80605,prior,29,6,9,4.0
1252,60527,prior,30,0,19,3.0
1253,148510,prior,6,6,17,10.0
1254,152654,prior,7,6,10,3.0
1255,39509,prior,34,4,19,0.0
1256,169792,prior,12,1,12,25.0
1257,163259,prior,8,6,16,15.0
1258,132581,prior,25,4,19,16.0
1259,100859,prior,6,3,18,13.0
1260,38720,prior,81,1,13,1.0
1261,172867,prior,7,5,14,30.0
1262,174680,prior,12,3,19,30.0
1263,85477,prior,5,2,21,30.0
1264,39643,prior,1,0,13,
1265,12016,prior,1,2,21,
1266,193104,prior,30,5,17,26.0
1267,88994,prior,18,4,9,28.0
1268,148618,prior,26,6,8,13.0
1269,163790,prior,16,3,12,30.0
1270,197432,prior,5,5,14,14.0
1271,189408,prior,71,2,10,9.0
1272,179790,prior,36,2,16,9.0
1273,155496,prior,8,5,7,14.0
1274,6482,prior,10,1,19,0.0
1276,145407,prior,8,1,7,14.0
1277,32227,prior,7,5,16,30.0
1278,78529,prior,2,2,10,6.0
1279,162093,prior,6,4,11,16.0
1281,73523,prior,7,3,22,0.0
1282,170010,prior,4,6,13,8.0
1283,45006,prior,10,6,11,10.0
1284,114804,prior,32,5,8,6.0
1285,46511,prior,19,6,16,7.0
1286,203218,prior,2,1,12,16.0
1287,163734,prior,8,0,20,30.0
1288,77872,prior,12,3,7,9.0
1289,116573,prior,3,6,17,30.0
1290,157907,prior,31,5,10,10.0
1291,111743,prior,3,5,14,6.0
1292,169988,prior,7,4,19,5.0
1293,10291,prior,27,3,13,12.0
1294,72038,prior,9,6,10,27.0
1295,138586,prior,29,1,13,4.0
1296,135521,prior,5,1,10,30.0
1297,152931,prior,18,2,11,14.0
1298,134604,prior,68,6,11,3.0
1299,46546,prior,21,3,18,5.0
1300,29456,prior,6,4,9,20.0
1301,125432,prior,28,6,12,7.0
1302,159695,prior,9,3,11,7.0
1303,87534,prior,20,1,10,13.0
1305,60067,prior,28,1,11,11.0
1306,72084,prior,6,4,16,6.0
1307,179610,prior,8,4,15,26.0
1308,79059,prior,1,5,10,
1309,115961,prior,55,3,9,5.0
1310,29697,prior,4,1,12,5.0
1311,67149,prior,6,6,10,30.0
1312,70217,prior,45,1,8,5.0
1313,94499,prior,31,0,16,4.0
1314,9221,prior,22,5,10,1.0
1315,79651,prior,19,4,16,0.0
1316,29227,prior,30,3,15,7.0
1317,174943,prior,5,3,15,30.0
1319,80745,prior,48,0,16,9.0
1320,66771,prior,11,0,10,7.0
1321,143316,prior,7,2,11,12.0
1322,125652,prior,14,5,17,11.0
1323,174389,prior,16,1,20,11.0
1324,8747,prior,72,4,12,5.0
1326,17575,prior,8,6,7,30.0
1327,187653,prior,3,4,9,25.0
1328,186493,prior,14,5,10,7.0
1329,45517,prior,1,3,15,
1330,46800,prior,5,6,18,2.0
1331,100835,prior,1,0,10,
1332,125171,prior,29,1,23,0.0
1333,103354,prior,15,3,7,12.0
1334,36783,prior,21,2,13,30.0
1336,194762,prior,29,5,8,7.0
1337,12918,prior,10,2,13,7.0
1338,144129,prior,13,6,11,24.0
1339,86619,prior,24,1,18,0.0
1340,199892,prior,13,5,12,24.0
1341,90996,prior,43,0,13,0.0
1343,52751,prior,1,1,20,
1344,37606,prior,13,2,12,4.0
1345,112526,prior,18,4,17,4.0
1346,195762,prior,34,6,13,13.0
1347,173871,prior,4,5,21,21.0
1348,44705,prior,30,6,11,4.0
1349,134597,prior,53,5,14,6.0
1351,109537,prior,17,6,17,16.0
1352,50436,prior,37,4,17,3.0
1353,167461,prior,15,1,7,10.0
1354,188187,prior,4,4,14,1.0
1355,190207,prior,8,6,13,28.0
1356,122803,prior,3,1,9,30.0
1357,166021,prior,18,6,12,9.0
1358,107575,prior,22,4,12,1.0
1359,13141,prior,35,5,18,9.0
1360,176108,prior,36,2,20,8.0
1361,92817,prior,4,3,10,11.0
1362,68123,prior,8,4,18,16.0
1363,43813,prior,1,2,13,
1364,178395,prior,14,0,20,6.0
1365,43039,prior,7,5,20,25.0
1366,32257,prior,16,2,10,7.0
1367,128559,prior,44,3,19,2.0
1368,190433,prior,40,1,8,1.0
1369,53694,prior,25,6,19,4.0
1370,44922,prior,2,4,17,10.0
1371,60126,prior,34,1,20,7.0
1372,182641,prior,18,0,19,14.0
1373,194440,prior,14,4,9,7.0
1374,139982,prior,1,5,18,
1375,5801,prior,16,1,17,6.0
1376,45746,prior,54,4,9,4.0
1377,118227,prior,29,2,19,1.0
1378,56008,prior,6,1,19,27.0
1379,193796,prior,7,2,17,14.0
1380,204007,prior,5,1,17,22.0
1381,10627,prior,4,6,16,4.0
1382,175765,prior,14,3,13,7.0
1383,164019,prior,5,4,1,30.0
1384,198120,prior,32,3,13,4.0
1385,121055,prior,38,1,11,4.0
1386,9479,prior,3,1,14,13.0
1387,161686,prior,32,5,9,5.0
1388,32317,prior,1,3,10,
1389,82330,prior,1,3,12,
1390,97659,prior,24,0,12,0.0
1391,170261,prior,1,1,7,
1392,174573,prior,16,1,17,6.0
1393,153351,prior,2,2,9,7.0
1394,114413,prior,7,5,22,21.0
1395,98343,prior,10,2,16,9.0
1396,146361,prior,79,6,16,1.0
1397,104508,prior,32,4,17,6.0
1398,94384,prior,72,5,13,1.0
1399,156311,prior,66,3,7,3.0
1400,75362,prior,38,4,15,2.0
1401,86754,prior,5,0,13,21.0
1402,48256,prior,2,6,13,14.0
1403,178298,prior,1,6,13,
1404,112580,prior,31,2,17,9.0
1405,142567,prior,8,4,18,30.0
1406,8018,prior,2,6,18,30.0
1407,189234,prior,5,6,14,29.0
1409,146361,prior,35,1,16,4.0
1410,93305,prior,16,0,13,17.0
1411,187029,prior,8,0,19,7.0
1412,165375,prior,47,4,15,9.0
1413,75313,prior,9,2,14,8.0
1414,187458,prior,6,0,15,30.0
1415,180454,prior,8,0,17,7.0
1416,100150,prior,3,0,17,7.0
1417,142040,prior,5,0,11,30.0
1418,59789,prior,17,4,9,6.0
1419,59784,prior,6,6,16,8.0
1420,77929,prior,11,1,10,5.0
1421,142664,prior,14,3,12,6.0
1422,58971,prior,32,0,12,10.0
1423,162029,prior,19,3,0,2.0
1424,21469,prior,25,4,16,2.0
1425,2593,prior,4,1,14,7.0
1426,205267,prior,21,5,14,6.0
1427,18981,prior,13,1,13,30.0
1428,71422,prior,4,5,10,7.0
1429,107922,prior,2,0,11,14.0
1430,9615,prior,17,5,10,7.0
1431,10580,prior,8,1,19,1.0
1432,185488,prior,19,6,13,14.0
1433,9063,prior,1,2,19,
1434,127049,prior,24,5,8,3.0
1435,178562,prior,6,6,16,6.0
1436,110273,prior,10,0,13,7.0
1437,85028,prior,33,1,12,30.0
1438,6020,prior,17,6,18,30.0
1439,76205,prior,26,0,12,5.0
1440,82537,prior,71,5,12,2.0
1441,34094,prior,3,3,18,30.0
1442,155567,prior,9,0,22,6.0
1443,183475,prior,6,4,17,3.0
1444,19038,prior,35,1,11,13.0
1445,7983,prior,4,2,20,30.0
1446,169586,prior,24,5,13,0.0
1447,164732,prior,76,4,12,1.0
1448,80879,prior,27,5,13,3.0
1449,55044,prior,8,3,14,9.0
1450,136645,prior,15,3,11,8.0
1451,110141,prior,30,3,8,2.0
1452,72231,prior,16,2,22,15.0
1453,70298,prior,11,1,10,6.0
1454,90856,prior,5,2,17,2.0
1455,31562,prior,3,0,18,21.0
1456,152979,prior,9,5,14,30.0
1457,111984,prior,1,3,13,
1458,2237,prior,10,4,16,18.0
1459,98882,prior,9,3,16,10.0
1460,130694,prior,8,5,9,30.0
1461,39929,prior,31,5,6,6.0
1462,191343,prior,10,2,18,30.0
1463,176646,prior,7,0,14,6.0
1464,138304,prior,33,0,13,7.0
1465,92748,prior,11,3,12,14.0
1466,85283,prior,1,0,12,
1467,109873,prior,1,2,13,
1469,137342,prior,5,3,18,16.0
1470,96650,prior,10,1,17,7.0
1471,36602,prior,16,1,13,7.0
1472,59796,prior,19,3,7,9.0
1473,31787,prior,5,5,14,30.0
1474,51308,prior,16,2,23,9.0
1475,27642,prior,12,1,16,15.0
1476,172032,prior,18,6,17,30.0
1477,99863,prior,8,2,14,4.0
1478,108771,prior,15,5,16,5.0
1479,42986,prior,2,6,0,7.0
1480,203085,prior,75,0,16,3.0
1481,184048,prior,17,3,12,8.0
1482,149909,prior,21,2,10,7.0
1483,90,prior,31,3,13,5.0
1484,54292,prior,25,5,14,8.0
1485,187589,prior,22,5,20,11.0
1486,94732,prior,2,2,13,30.0
1487,189003,prior,16,4,16,3.0
1488,155478,prior,1,6,18,
1489,102380,prior,4,4,10,14.0
1490,16592,prior,35,2,12,9.0
1491,137989,prior,8,6,20,9.0
1492,120319,prior,3,1,18,30.0
1493,132566,prior,36,1,11,30.0
1494,149859,prior,14,5,22,1.0
1495,16916,prior,1,1,11,
1496,132057,prior,17,1,10,15.0
1497,178918,prior,31,2,12,8.0
1498,27801,prior,40,5,12,6.0
1499,86383,prior,52,2,10,4.0
1500,162652,prior,8,4,12,7.0
1501,37187,prior,5,0,11,30.0
1502,175768,prior,13,0,14,14.0
1503,199594,prior,4,1,14,15.0
1504,22698,prior,29,2,8,8.0
1505,90807,prior,10,0,18,27.0
1506,6344,prior,10,4,14,12.0
1507,102992,prior,3,2,15,7.0
1508,201034,prior,14,4,17,0.0
1509,2335,prior,31,6,19,7.0
1510,168737,prior,4,3,13,5.0
1511,191124,prior,11,5,9,5.0
1512,18327,prior,12,5,19,5.0
1514,88884,prior,7,2,9,11.0
1515,176736,prior,16,1,18,9.0
1516,195392,prior,23,2,12,7.0
1517,60778,prior,7,5,16,3.0
1518,163322,prior,24,4,16,3.0
1519,114634,prior,13,6,15,5.0
1520,787,prior,29,5,13,12.0
1521,169266,prior,6,3,19,2.0
1522,105601,prior,18,2,10,23.0
1523,11852,prior,2,2,20,21.0
1524,131121,prior,8,6,17,21.0
1525,4477,prior,34,2,10,4.0
1526,43322,prior,1,5,11,
1527,66005,prior,9,0,14,4.0
1528,199969,prior,1,4,7,
1529,175365,prior,41,5,13,3.0
1530,80107,prior,4,0,15,7.0
1531,155246,prior,52,5,0,6.0
1532,37578,prior,3,3,7,14.0
1533,187706,prior,18,1,6,5.0
1534,26727,prior,7,6,8,7.0
1535,40828,prior,22,1,13,3.0
1536,205442,prior,38,5,12,10.0
1537,51227,prior,37,1,11,11.0
1538,74642,prior,51,2,22,6.0
1539,13531,prior,38,6,12,3.0
1540,194440,prior,40,4,9,7.0
1541,85740,prior,3,5,17,3.0
1542,142152,prior,7,6,22,6.0
1543,11496,prior,9,6,17,4.0
1544,196626,prior,1,0,13,
1545,110844,prior,65,1,9,6.0
1546,115333,prior,4,1,8,7.0
1547,13607,prior,48,5,5,4.0
1548,79493,prior,14,6,15,16.0
1549,12300,prior,34,0,17,8.0
1550,122376,prior,27,4,10,24.0
1551,79812,prior,3,4,19,30.0
1552,66012,prior,27,4,13,3.0
1553,69580,prior,6,3,16,30.0
1554,31417,prior,3,0,9,10.0
1555,109247,prior,2,3,10,10.0
1556,64194,prior,5,6,17,6.0
1557,129488,prior,69,2,15,9.0
1558,28999,prior,48,4,8,4.0
1559,18606,prior,26,6,19,1.0
1560,7334,prior,19,6,7,7.0
1561,46866,prior,5,0,17,4.0
1562,35150,prior,32,0,9,28.0
1563,1417,prior,1,6,10,
1565,24659,prior,76,2,19,3.0
1566,182964,prior,3,1,17,30.0
1567,22068,prior,14,5,10,26.0
1568,10241,prior,62,0,21,1.0
1569,66250,prior,45,3,7,10.0
1570,191729,prior,19,5,7,13.0
1573,79672,prior,2,3,15,12.0
1574,60966,prior,13,2,13,8.0
1575,45211,prior,13,6,15,4.0
1576,200156,prior,64,0,10,3.0
1577,143768,prior,48,3,15,4.0
1578,50836,prior,30,4,13,10.0
1580,132282,prior,38,4,18,6.0
1581,170941,prior,17,0,11,6.0
1582,7658,prior,84,6,12,1.0
1583,83089,prior,6,4,8,4.0
1584,117349,prior,10,5,16,20.0
1585,98303,prior,18,5,12,10.0
1586,31204,prior,14,5,13,10.0
1587,183146,prior,31,3,13,0.0
1588,100863,prior,11,1,15,22.0
1589,159091,prior,6,4,14,3.0
1590,158572,prior,13,1,11,8.0
1592,143024,prior,32,4,19,2.0
1593,4730,prior,7,6,17,0.0
1594,186051,prior,2,0,10,8.0
1595,34349,prior,2,1,13,3.0
1596,3758,prior,4,0,8,5.0
1598,113871,prior,5,1,6,5.0
1599,144697,prior,15,6,22,7.0
1600,164724,prior,23,3,14,11.0
1601,32459,prior,8,0,14,30.0
1602,119134,prior,47,4,14,6.0
1603,50921,prior,4,4,17,8.0
1604,123307,prior,5,6,20,7.0
1605,150640,prior,6,4,15,6.0
